ID,TEXT
gui_themes_catalogue_empty,카탈로그가 비어 있음
gui_select,선택
gui_catalogue_theme_exists_new,이 테마에 대한 폴더가 이미 존재합니다. 계속 진행 할 경우 폴더가 삭제 됩니다!
gui_theme_download_progress,{0} 테마를 다운로드 하고 있습니다. 잠시 기다려주세요
gui_complete,완료
gui_theme_download_error,테마를 다운로드 할 수 없음
gui_theme_download_error_0,이 오류가 발생하는 일반적인 이유는 다음과 같습니다
gui_theme_download_error_1,- 네트워크 오류로 인하여 발생
gui_theme_download_error_2,- 테마 파일이 서버에서 삭제 되어 발생
gui_theme_download_error_3,- 테마 파일이 있는 서버가 멈췄을 때
gui_theme_download_error_4,- 당신의 컴퓨터가 터지기까지 10분 남았을 때
gui_error_we_got,발생한 오류
gui_theme_selected_error,"테마가 이미 선택되어 있기에 이 테마를 받을 수 없습니다. 다른 테마를 선택 하여 다시 진행 해주세요"
gui_round_options,라운드 규칙
gui_round_options_pcount,플레이어 수
gui_round_options_pcount_desc,육각링과 같은 라운드에 유용합니다
gui_round_options_timer,타이머 활성화
gui_round_options_timer_limit,라운드 시간
gui_minutes,분
gui_seconds,초
gui_round_options_seed,라운드 시드
gui_round_options_seed_desc,시드를 빈칸 혹은 0으로 놔두면 무작위로 선택 됩니다
gui_save_apply,저장 및 적용
gui_round_options_hardmode,하드 모드
gui_round_options_timer_limit_desc,시간이 설정되어 있지 않으면 기본 라운드 시간이 사용됩니다.
gui_debug_as_zip,ZIP 파일로 만들기
newsfeed_beta_private_title,{loaderName}의 비공개 베타에 오신 걸 환영합니다
newsfeed_beta_private_desc,"You already know what to do here, go ahead!"
gui_up_prompt,탐험을 플레이 하고 있습니다. 라운드를 선택하려면 메인 메뉴로 이동하세요.
gui_debug_press_again,{0}를 한번 더 눌러 디버그 정보 열기
gui_theme_dir,테마 폴더
gui_theme_del,테마 삭제
gui_theme_delete_title,{0} 테마를 삭제 하시겠습니까?
gui_theme_delete_desc,계속 진행 하시겠습니까
gui_play_explore_unity,탐험 - 유니티
gui_play_explore_endless,탐험 - 무한
gui_explore_endless_title,탐험 - 무한이 무엇인가요?
gui_explore_endless_desc,탐험 - 무한은 유니티 맵과 탐험 라운드가 섞여 있는 모드입니다. 50% 확률로 유니티 맵 혹은 탐험 맵이 나옵니다.
gui_explore_desc_base,{loaderName}에서 탐험이 작동하는 방식\n- 실제 게임에서처럼 라운드를 건너 뛸 수 있습니다.\n- 구성에서 라운드를 필터링 할 수 있습니다.\n- 생존 라운드에선 선택된 시간 제한 설정값이 무시 됩니다.\n- 탐험을 그만 하고 싶다면 일시 정지 메뉴 혹은 {loaderName} UI를 사용하세요.
gui_explore_unity_title,""
gui_explore_unity_desc,""
gui_localization_faq_title,{loaderName}를 번역 하는 방법
gui_localization_faq_desc,"- Localization 폴더 안에 새 폴더를 생성한 후 폴더 이름을 원하는 언어의 코드로 변경 합니다 (필요 한 경우 Assets 폴더 안의 language-codes.csv를 참고하여 변경).\n- 존재하는 로컬라이제이션 폴더 중에서 ""locale.csv""를 복제 한 후 파일을 생성한 폴더 안에 넣으세요.\n- 아무 CSV 편집기로 ""locale.csv""을 열어 변경하고 싶은 항목을 편집 하세요.\n- 완료 했다면 파일을 UTF-8 인코딩으로 저장하세요 (기본값으로 선택 되어 있을겁니다).\n- 번역 파일을 게임에서 사용 하려면 구성에서 ""Localization File Name"" 설정에 폴더 이름을 넣거나 {loaderName} UI를 사용하세요.\n- 구성 설명이나 크레딧을 번역 하려면 존재하는 로컬라이제이션 폴더에서 credits.txt 와 config-descs.txt를 복사하여 생성한 로컬라이제이션 폴더에 넣은 후 같은 방식으로 번역 하면 됩니다.\n- {loaderName} 디스코드 서버에 번역을 공유하셔도 됩니다. 대부분 다음 모드 업데이트에서 추가 됩니다."
gui_themes_faq_title,테마를 만드는 방법
gui_themes_faq_desc,""
gui_themes_catalogue_faq_title,카탈로그에 만든 테마를 추가 하는 방법
gui_themes_catalogue_faq_desc,"디스코드 서버에 테마 파일을 보내주시고 테마가 괜찮다면 추가가 됩니다."
gui_btn_got_it,알겠어요!
gui_localization_lang_dir,언어 폴더
gui_ugc_show_tab,커스텀 쇼
gui_ugc_show_about,"커스텀 쇼는 {loaderName} 유저가 만든 쇼입니다."
gui_show_no_rounds_title,"플레이할 라운드를 찾을 수 없음!"
gui_show_no_rounds_desc,"쇼 맵풀과 라운드 필터를 확인 해주세요."
failed_desc_new,"문제가 발생했습니다..."
gui_page,"페이지"
gui_out_of,"/"
fgc_temp_request_ban,"폴가이즈 서버에 요청을 너무 자주로 보내고 있습니다. 이 경우 폴가이즈 서버가 임시로 당신의 IP를 차단 할수도 있습니다."
ratelimited_title,속도 제한됨!
fgc_temp_request_ban_1,이미 설명 했지만 단기간동안 대량의 요청을 보낼 수는 없습니다. 무슨 뜻인지 이해가 되나요?
fgc_temp_request_ban_2,"제발, 이런 짓은 재미가 하나도 없습니다."
fgc_temp_request_ban_3,이 일을 후회 하게 될겁니다...
fgc_temp_request_ban_desc,"안전을 위하여 옆에 있는 시간까지 새 요청이 제한 됩니다"
gui_random_no_rounds,플레이할 라운드를 찾을 수 없음.
changelog_limit_new,"그 외 {outLines}개의 변경 사항. 디스코드 서버에서 올라온 모든 변경 사항을 확인하세요!"
gui_download_progress_playlists,유저가 만든 쇼 가져오는 중
